Timestamp,Green,Red,Ir,Amb
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242824513,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242825508,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242826510,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242827511,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242828513,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242829514,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242830516,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242831517,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242832519,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242833520,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242834522,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242835523,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
1675242836525,0,0,0,0
